state,category,characteristics,total,wrent,noconf,slightconf,modconf,highconf,deferred,didnottenure
HI,Respondent currently employed,    Did not report,624,-,624,-,-,-,-,-
HI,Household income,"    Less than $25,000","78,600","1,011","32,344","19,846","21,315","3,967",117,-
HI,Household income,"    $25,000 - $34,999","45,600",-,"2,108","10,684","20,229","12,579",-,-
HI,Household income,"    $35,000 - $49,999","99,618",-,"6,933","70,147","8,544","13,994",-,-
HI,Household income,"    $50,000 - $74,999","51,691","2,207","1,271","9,062","19,969","19,182",-,-
HI,Household income,"    $75,000 - $99,999","44,574",999,"7,975",-,"4,394","31,205",-,-
HI,Household income,"    $100,000 - $149,999","71,228",-,"2,114","25,146","23,953","20,015",-,-
HI,Household income,"    $150,000 - $199,999","3,331",-,-,"2,038",-,"1,292",-,-
HI,Household income,"    $200,000 and above","23,342",-,-,-,-,"23,342",-,-
HI,Household income,    Did not report,"3,254",-,624,908,527,"1,195",-,-
ID,Total,Total,"304,809","17,859","18,537","29,807","74,442","164,164",-,-
ID,Age,    18 - 24,"14,567",-,727,-,"3,434","10,406",-,-
ID,Age,    25 - 39,"156,292","2,420","11,476","15,510","49,088","77,797",-,-
ID,Age,    40 - 54,"78,464",-,"5,425","8,138","11,665","53,237",-,-
ID,Age,    55 - 64,"39,383","14,687",908,"2,849","4,965","15,974",-,-
ID,Age,    65 and above,"16,102",751,-,"3,311","5,290","6,751",-,-
ID,Sex,    Male,"146,541","14,602","4,589",842,"35,235","91,273",-,-
ID,Sex,    Female,"158,268","3,256","13,948","28,965","39,207","72,891",-,-
ID,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"34,768",-,-,"13,400","9,758","11,611",-,-
ID,Hispanic origin and Race,"    White alone, not Hispanic","252,277","17,859","16,136","13,140","60,614","144,528",-,-
ID,Hispanic origin and Race,"    Black alone, not Hispanic",848,-,-,-,-,848,-,-
ID,Hispanic origin and Race,"    Asian alone, not Hispanic",376,-,-,-,-,376,-,-
ID,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","16,540",-,"2,401","3,267","4,071","6,801",-,-
ID,Education,    Less than high school,"17,330",-,"4,695","7,919","3,875",842,-,-
ID,Education,    High school or GED,"96,054","13,115","1,527","3,612","22,849","54,952",-,-
ID,Education,    Some college/associate’s degree,"137,224","1,573","12,316","14,993","42,071","66,271",-,-
ID,Education,    Bachelor’s degree or higher,"54,201","3,171",-,"3,283","5,647","42,099",-,-
ID,Marital status,    Married,"150,585","16,175","8,986","12,242","29,706","83,477",-,-
ID,Marital status,    Widowed,"10,029",-,"1,980","3,311","3,050","1,688",-,-
ID,Marital status,    Divorced/separated,"61,307","1,684","6,512","9,823","12,736","30,553",-,-
ID,Marital status,    Never married,"82,887",-,"1,060","4,431","28,950","48,446",-,-
ID,Marital status,    Did not report,-,-,-,-,-,-,-,-
ID,Presence of children under 18 years old,    Children in household,"120,874",-,"15,208","20,349","32,268","53,050",-,-
ID,Presence of children under 18 years old,    No children,"183,934","17,859","3,329","9,458","42,174","111,114",-,-
ID,Respondent or household member experienced loss of employment income,    Yes,"144,945","15,535","8,986","16,036","47,596","56,791",-,-
ID,Respondent or household member experienced loss of employment income,    No,"159,864","2,324","9,550","13,771","26,846","107,373",-,-
ID,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
ID,Respondent currently employed,    Yes,"189,580","13,851","8,214","9,871","38,068","119,576",-,-
ID,Respondent currently employed,    No,"115,229","4,007","10,323","19,936","36,374","44,588",-,-
ID,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
ID,Household income,"    Less than $25,000","82,188","1,573","4,578","8,982","28,080","38,976",-,-
ID,Household income,"    $25,000 - $34,999","53,823","2,420","8,936","12,900","11,655","17,912",-,-
ID,Household income,"    $35,000 - $49,999","55,783","11,431","1,980","4,297","14,278","23,797",-,-
ID,Household income,"    $50,000 - $74,999","86,363","2,435","3,043","2,786","14,403","63,697",-,-
ID,Household income,"    $75,000 - $99,999","22,982",-,-,-,"6,027","16,955",-,-
ID,Household income,"    $100,000 - $149,999","2,619",-,-,842,-,"1,777",-,-
ID,Household income,"    $150,000 - $199,999","1,050",-,-,-,-,"1,050",-,-
ID,Household income,"    $200,000 and above",-,-,-,-,-,-,-,-
ID,Household income,    Did not report,-,-,-,-,-,-,-,-
IL,Total,Total,"3,060,688","206,975","595,899","650,357","541,147","1,044,562","4,994","16,754"
IL,Age,    18 - 24,"53,328",-,-,"7,114","33,689","12,524",-,-
IL,Age,    25 - 39,"1,337,035","192,122","159,472","309,892","171,058","504,491",-,-
IL,Age,    40 - 54,"679,314","10,374","169,581","149,438","123,179","209,094",893,"16,754"
IL,Age,    55 - 64,"636,017","1,637","265,551","108,473","96,843","163,514",-,-
IL,Age,    65 and above,"354,994","2,842","1,295","75,439","116,378","154,938","4,101",-
IL,Sex,    Male,"1,224,481","169,015","348,561","218,343","159,270","325,190","4,101",-
IL,Sex,    Female,"1,836,207","37,960","247,338","432,013","381,877","719,372",893,"16,754"
IL,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"608,519","10,300","256,437","237,002","30,033","74,747",-,-
IL,Hispanic origin and Race,"    White alone, not Hispanic","1,607,776","196,675","147,009","258,152","295,512","692,781",893,"16,754"
IL,Hispanic origin and Race,"    Black alone, not Hispanic","665,723",-,"168,894","142,096","132,491","218,142","4,101",-
IL,Hispanic origin and Race,"    Asian alone, not Hispanic","62,600",-,"23,558","2,011",84,"36,946",-,-
IL,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","116,070",-,-,"11,096","83,028","21,946",-,-
IL,Education,    Less than high school,"491,950","63,756","89,522","135,588","87,738","115,346",-,-
IL,Education,    High school or GED,"1,081,778","80,688","289,769","265,633","150,825","294,863",-,-
IL,Education,    Some college/associate’s degree,"910,582","45,517","175,609","189,690","193,148","289,864",-,"16,754"
IL,Education,    Bachelor’s degree or higher,"576,378","17,014","40,999","59,446","109,436","344,489","4,994",-
IL,Marital status,    Married,"919,015","156,047","143,360","263,308","103,748","252,551",-,-
IL,Marital status,    Widowed,"156,606",-,"1,295",-,"56,729","98,582",-,-
IL,Marital status,    Divorced/separated,"658,467","14,580","148,208","165,220","200,136","125,329","4,994",-
IL,Marital status,    Never married,"1,326,601","36,349","303,035","221,828","180,535","568,100",-,"16,754"
IL,Marital status,    Did not report,-,-,-,-,-,-,-,-
IL,Presence of children under 18 years old,    Children in household,"1,201,094","102,630","365,945","207,350","210,501","314,668",-,-
IL,Presence of children under 18 years old,    No children,"1,859,594","104,346","229,954","443,007","330,645","729,894","4,994","16,754"
IL,Respondent or household member experienced loss of employment income,    Yes,"1,764,847","180,754","530,838","388,764","241,154","402,482","4,101","16,754"
IL,Respondent or household member experienced loss of employment income,    No,"1,216,753","26,221","65,061","182,504","299,993","642,080",893,-
IL,Respondent or household member experienced loss of employment income,    Did not report,"79,088",-,-,"79,088",-,-,-,-
IL,Respondent currently employed,    Yes,"1,466,967","22,487","226,535","190,446","269,208","741,538",-,"16,754"
IL,Respondent currently employed,    No,"1,514,633","184,489","369,364","380,823","271,939","303,024","4,994",-
IL,Respondent currently employed,    Did not report,"79,088",-,-,"79,088",-,-,-,-
IL,Household income,"    Less than $25,000","947,023","46,449","179,636","296,732","184,811","235,293","4,101",-
IL,Household income,"    $25,000 - $34,999","520,688",-,"286,219","39,052","71,162","124,255",-,-
IL,Household income,"    $35,000 - $49,999","402,619","58,583","63,735","69,843","122,144","87,421",893,-
IL,Household income,"    $50,000 - $74,999","558,303","87,771","47,035","199,039","101,043","123,415",-,-
IL,Household income,"    $75,000 - $99,999","345,087",-,"19,273","35,451","44,326","246,036",-,-
IL,Household income,"    $100,000 - $149,999","166,599","11,642",-,-,"16,130","138,828",-,-
IL,Household income,"    $150,000 - $199,999","38,037","2,530",-,"10,239","1,447","23,821",-,-
IL,Household income,"    $200,000 and above","57,807",-,-,-,84,"57,723",-,-
IL,Household income,    Did not report,"24,524",-,-,-,-,"7,770",-,"16,754"
IN,Total,Total,"1,112,866","58,343","167,929","158,985","255,282","472,327",-,-
IN,Age,    18 - 24,"106,517",-,-,"6,470","67,434","32,613",-,-
IN,Age,    25 - 39,"384,635","6,114","123,449","76,155","38,843","140,075",-,-
IN,Age,    40 - 54,"286,866","37,253","38,403","35,631","84,330","91,249",-,-
IN,Age,    55 - 64,"218,047","14,363","4,283","38,836","59,241","101,323",-,-
IN,Age,    65 and above,"116,802",613,"1,795","1,893","5,434","107,067",-,-
IN,Sex,    Male,"356,111","37,418","18,261","39,555","67,420","193,457",-,-
IN,Sex,    Female,"756,755","20,925","149,669","119,430","187,862","278,869",-,-
IN,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"61,635",877,"15,117","22,560","7,478","15,602",-,-
IN,Hispanic origin and Race,"    White alone, not Hispanic","802,040","49,490","61,641","75,338","208,306","407,264",-,-
IN,Hispanic origin and Race,"    Black alone, not Hispanic","178,551","7,976","56,723","42,162","28,956","42,735",-,-
IN,Hispanic origin and Race,"    Asian alone, not Hispanic","9,937",-,-,"3,212",-,"6,726",-,-
IN,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","60,703",-,"34,448","15,713","10,542",-,-,-
IN,Education,    Less than high school,"88,566",-,"32,891","12,649","43,026",-,-,-
IN,Education,    High school or GED,"500,153","32,080","104,109","19,449","145,776","198,740",-,-
IN,Education,    Some college/associate’s degree,"327,806","10,441","28,405","102,646","45,538","140,775",-,-
IN,Education,    Bachelor’s degree or higher,"196,341","15,822","2,524","24,241","20,942","132,812",-,-
IN,Marital status,    Married,"411,537","42,686","50,299","35,584","83,396","199,572",-,-
IN,Marital status,    Widowed,"96,955",613,"1,348",-,"54,432","40,562",-,-
IN,Marital status,    Divorced/separated,"245,374","13,094","42,822","60,654","30,771","98,033",-,-
IN,Marital status,    Never married,"350,059","1,949","73,460","62,746","86,684","125,220",-,-
IN,Marital status,    Did not report,"8,940",-,-,-,-,"8,940",-,-
IN,Presence of children under 18 years old,    Children in household,"538,302","8,941","149,462","69,472","140,176","170,252",-,-
IN,Presence of children under 18 years old,    No children,"574,564","49,403","18,467","89,513","115,106","302,075",-,-
IN,Respondent or household member experienced loss of employment income,    Yes,"575,728","6,666","120,043","134,784","118,316","195,919",-,-
IN,Respondent or household member experienced loss of employment income,    No,"537,138","51,677","47,887","24,201","136,965","276,408",-,-
IN,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
IN,Respondent currently employed,    Yes,"550,911","43,381","16,368","99,998","142,194","248,970",-,-
IN,Respondent currently employed,    No,"561,955","14,962","151,561","58,987","113,088","223,356",-,-
IN,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
IN,Household income,"    Less than $25,000","406,589","6,373","89,980","56,801","123,411","130,024",-,-
IN,Household income,"    $25,000 - $34,999","210,943","30,034","9,392","21,046","59,463","91,008",-,-
IN,Household income,"    $35,000 - $49,999","217,116","7,976","61,146","38,103","24,492","85,399",-,-
IN,Household income,"    $50,000 - $74,999","109,494","13,361","7,412","20,064","32,989","35,669",-,-
IN,Household income,"    $75,000 - $99,999","67,285",599,-,"10,867",-,"55,819",-,-
IN,Household income,"    $100,000 - $149,999","71,620",-,-,-,"5,672","65,948",-,-
IN,Household income,"    $150,000 - $199,999","2,331",-,-,-,-,"2,331",-,-
IN,Household income,"    $200,000 and above",-,-,-,-,-,-,-,-
IN,Household income,    Did not report,"27,487",-,-,"12,105","9,254","6,128",-,-
IA,Total,Total,"496,600","14,235","54,327","84,111","105,325","224,187","14,415",-
IA,Age,    18 - 24,"30,378",-,-,"13,632","9,022","7,725",-,-
IA,Age,    25 - 39,"202,379","5,805","15,876","45,401","51,242","77,536","6,518",-
IA,Age,    40 - 54,"161,971","6,266","36,387","24,320","18,488","76,510",-,-
IA,Age,    55 - 64,"56,929",-,"2,064",757,"20,632","25,580","7,897",-
IA,Age,    65 and above,"44,943","2,165",-,-,"5,942","36,837",-,-
IA,Sex,    Male,"162,650","3,237","17,789","33,555","14,969","90,815","2,285",-
IA,Sex,    Female,"333,950","10,999","36,538","50,556","90,356","133,373","12,130",-
IA,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"28,655","2,165","2,214","15,904","6,853","1,519",-,-
IA,Hispanic origin and Race,"    White alone, not Hispanic","409,552","12,071","42,277","56,879","89,072","199,071","10,182",-
IA,Hispanic origin and Race,"    Black alone, not Hispanic","38,476",-,"7,773","9,747","6,900","9,823","4,233",-
IA,Hispanic origin and Race,"    Asian alone, not Hispanic","14,130",-,"2,064",-,-,"12,067",-,-
IA,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","5,788",-,-,"1,581","2,500","1,707",-,-
IA,Education,    Less than high school,"21,068","5,194",-,"11,851",-,"4,023",-,-
IA,Education,    High school or GED,"156,178",-,"24,020","7,291","25,537","91,433","7,897",-
IA,Education,    Some college/associate’s degree,"245,900","6,877","26,460","63,486","71,588","73,255","4,233",-
IA,Education,    Bachelor’s degree or higher,"73,454","2,165","3,847","1,483","8,200","55,475","2,285",-
IA,Marital status,    Married,"196,950","7,969","38,893","16,460","18,020","107,711","7,897",-
IA,Marital status,    Widowed,"11,976",-,-,-,-,"11,976",-,-
IA,Marital status,    Divorced/separated,"106,289","6,266","5,447","7,633","32,833","54,109",-,-
IA,Marital status,    Never married,"178,655",-,"9,987","60,018","54,472","47,662","6,518",-
IA,Marital status,    Did not report,"2,729",-,-,-,-,"2,729",-,-
IA,Presence of children under 18 years old,    Children in household,"249,450","10,999","51,782","43,757","52,553","90,359",-,-
IA,Presence of children under 18 years old,    No children,"247,150","3,237","2,545","40,353","52,772","133,829","14,415",-
IA,Respondent or household member experienced loss of employment income,    Yes,"230,687","5,805","52,263","53,455","42,331","72,600","4,233",-
IA,Respondent or household member experienced loss of employment income,    No,"265,913","8,431","2,064","30,656","62,994","151,587","10,182",-
IA,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
IA,Respondent currently employed,    Yes,"230,940","1,072","6,236","45,325","53,870","117,918","6,518",-
IA,Respondent currently employed,    No,"265,661","13,163","48,091","38,785","51,455","106,270","7,897",-
IA,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
IA,Household income,"    Less than $25,000","215,514","12,071","50,231","30,739","30,439","84,138","7,897",-
IA,Household income,"    $25,000 - $34,999","64,320",-,"2,214","12,157","24,359","25,591",-,-
IA,Household income,"    $35,000 - $49,999","76,096",-,"1,120","22,398","28,401","24,178",-,-
IA,Household income,"    $50,000 - $74,999","75,596",-,762,"9,172","11,602","51,775","2,285",-
IA,Household income,"    $75,000 - $99,999","35,815",-,-,"9,645","5,916","16,021","4,233",-
IA,Household income,"    $100,000 - $149,999","15,535",-,-,-,"4,608","10,927",-,-
IA,Household income,"    $150,000 - $199,999","7,090","2,165",-,-,-,"4,926",-,-
IA,Household income,"    $200,000 and above","4,423",-,-,-,-,"4,423",-,-
IA,Household income,    Did not report,"2,209",-,-,-,-,"2,209",-,-
KS,Total,Total,"598,025","17,916","30,828","87,617","149,445","310,475","1,744",-
KS,Age,    18 - 24,"28,195",-,-,"2,676","16,763","8,756",-,-
KS,Age,    25 - 39,"252,158","11,250","12,563","42,006","55,634","130,705",-,-
KS,Age,    40 - 54,"193,695",-,"18,265","34,134","58,854","82,442",-,-
KS,Age,    55 - 64,"63,319","2,931",-,"6,217","10,983","41,445","1,744",-
KS,Age,    65 and above,"60,658","3,736",-,"2,584","7,211","47,127",-,-
KS,Sex,    Male,"242,732","1,254","4,401","23,842","67,613","145,623",-,-
KS,Sex,    Female,"355,293","16,663","26,427","63,775","81,832","164,853","1,744",-
KS,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"65,491","5,884","5,351","6,597","32,944","14,716",-,-
KS,Hispanic origin and Race,"    White alone, not Hispanic","468,425","12,032","9,324","61,949","105,354","278,022","1,744",-
KS,Hispanic origin and Race,"    Black alone, not Hispanic","24,919",-,"1,927","5,828","3,034","14,131",-,-
KS,Hispanic origin and Race,"    Asian alone, not Hispanic","13,785",-,"3,995",963,"6,184","2,643",-,-
KS,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","25,403",-,"10,231","12,280","1,930",963,-,-
KS,Education,    Less than high school,"22,641","5,884","10,503",-,-,"6,254",-,-
KS,Education,    High school or GED,"147,371","2,931","3,166","52,147","21,466","67,661",-,-
KS,Education,    Some college/associate’s degree,"289,459","6,519","12,758","32,806","86,628","150,748",-,-
KS,Education,    Bachelor’s degree or higher,"138,554","2,583","4,401","2,664","41,351","85,812","1,744",-
KS,Marital status,    Married,"317,864","12,851","9,346","35,293","87,124","171,506","1,744",-
KS,Marital status,    Widowed,"11,666","3,736",-,"2,655","1,534","3,742",-,-
KS,Marital status,    Divorced/separated,"79,924",-,601,"21,105","26,474","31,744",-,-
KS,Marital status,    Never married,"188,570","1,329","20,880","28,564","34,313","103,484",-,-
KS,Marital status,    Did not report,-,-,-,-,-,-,-,-
KS,Presence of children under 18 years old,    Children in household,"267,395","9,920","30,422","47,908","73,838","105,307",-,-
KS,Presence of children under 18 years old,    No children,"330,629","7,996",406,"39,709","75,607","205,168","1,744",-
KS,Respondent or household member experienced loss of employment income,    Yes,"261,133",-,"16,330","62,706","76,999","105,098",-,-
KS,Respondent or household member experienced loss of employment income,    No,"336,891","17,916","14,498","24,911","72,446","205,377","1,744",-
KS,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
KS,Respondent currently employed,    Yes,"317,716","5,366","17,244","67,802","104,170","123,134",-,-
KS,Respondent currently employed,    No,"280,309","12,551","13,584","19,815","45,274","187,342","1,744",-
KS,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
KS,Household income,"    Less than $25,000","136,194","14,669","9,689","45,528","26,554","39,755",-,-
KS,Household income,"    $25,000 - $34,999","128,666",-,"4,496","23,325","31,075","69,769",-,-
KS,Household income,"    $35,000 - $49,999","122,307","1,329","6,140","3,842","35,582","75,414",-,-
KS,Household income,"    $50,000 - $74,999","120,943","1,918",-,"12,733","45,296","60,996",-,-
KS,Household income,"    $75,000 - $99,999","34,879",-,-,-,963,"33,916",-,-
KS,Household income,"    $100,000 - $149,999","38,429",-,-,-,"9,974","28,455",-,-
KS,Household income,"    $150,000 - $199,999","2,155",-,-,-,-,411,"1,744",-
KS,Household income,"    $200,000 and above","1,760",-,-,-,-,"1,760",-,-
KS,Household income,    Did not report,"12,692",-,"10,503","2,189",-,-,-,-
KY,Total,Total,"959,571","87,113","196,596","81,025","241,683","349,528","3,626",-
KY,Age,    18 - 24,"32,576",-,-,-,"6,082","26,494",-,-
KY,Age,    25 - 39,"445,394","38,044","120,376","49,728","100,726","136,520",-,-
KY,Age,    40 - 54,"234,389","18,531","19,836","23,399","93,179","75,819","3,626",-
KY,Age,    55 - 64,"164,737","14,818","56,384","7,445","13,533","72,557",-,-
KY,Age,    65 and above,"82,475","15,720",-,454,"28,163","38,138",-,-
KY,Sex,    Male,"452,117","55,502","136,272","17,839","154,980","87,524",-,-
KY,Sex,    Female,"507,454","31,611","60,324","63,186","86,703","262,004","3,626",-
KY,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"40,779",-,"14,083","10,093","16,603",-,-,-
KY,Hispanic origin and Race,"    White alone, not Hispanic","748,579","87,113","124,791","56,546","140,960","335,544","3,626",-
KY,Hispanic origin and Race,"    Black alone, not Hispanic","132,707",-,"57,723","9,982","54,862","10,141",-,-
KY,Hispanic origin and Race,"    Asian alone, not Hispanic","1,867",-,-,-,-,"1,867",-,-
KY,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","35,638",-,-,"4,405","29,257","1,976",-,-
KY,Education,    Less than high school,"83,978","35,028","14,083","10,200","22,358","2,310",-,-
KY,Education,    High school or GED,"403,207","5,244","79,420","20,949","112,871","184,723",-,-
KY,Education,    Some college/associate’s degree,"340,538","14,782","97,114","41,852","93,126","90,039","3,626",-
KY,Education,    Bachelor’s degree or higher,"131,847","32,059","5,980","8,024","13,328","72,456",-,-
KY,Marital status,    Married,"472,690","71,773","128,378","36,573","74,994","157,347","3,626",-
KY,Marital status,    Widowed,"22,324",935,-,-,"5,155","16,234",-,-
KY,Marital status,    Divorced/separated,"265,006","1,706","23,822","19,181","89,945","130,353",-,-
KY,Marital status,    Never married,"199,551","12,700","44,397","25,271","71,590","45,593",-,-
KY,Marital status,    Did not report,-,-,-,-,-,-,-,-
KY,Presence of children under 18 years old,    Children in household,"488,148","40,298","115,024","44,475","100,833","183,892","3,626",-
KY,Presence of children under 18 years old,    No children,"471,423","46,815","81,572","36,550","140,850","165,635",-,-
KY,Respondent or household member experienced loss of employment income,    Yes,"468,812","58,926","116,852","65,939","123,356","100,114","3,626",-
KY,Respondent or household member experienced loss of employment income,    No,"490,758","28,187","79,744","15,087","118,327","249,414",-,-
KY,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
KY,Respondent currently employed,    Yes,"409,339","17,979","110,041","44,447","55,271","181,601",-,-
KY,Respondent currently employed,    No,"539,868","69,135","86,555","36,578","186,412","157,563","3,626",-
KY,Respondent currently employed,    Did not report,"10,364",-,-,-,-,"10,364",-,-
KY,Household income,"    Less than $25,000","434,024","58,263","105,345","48,208","118,771","103,437",-,-
KY,Household income,"    $25,000 - $34,999","133,738","12,630","38,781","14,347","23,535","44,445",-,-
KY,Household income,"    $35,000 - $49,999","103,063","1,419","10,230","4,876","32,008","54,530",-,-
KY,Household income,"    $50,000 - $74,999","144,290","7,199",-,"8,747","38,111","90,233",-,-
KY,Household income,"    $75,000 - $99,999","118,188","2,791","42,240","4,847","29,257","35,427","3,626",-
KY,Household income,"    $100,000 - $149,999","12,474","2,250",-,-,-,"10,224",-,-
KY,Household income,"    $150,000 - $199,999","9,255",-,-,-,-,"9,255",-,-
KY,Household income,"    $200,000 and above",-,-,-,-,-,-,-,-
KY,Household income,    Did not report,"4,537","2,562",-,-,-,"1,976",-,-
LA,Total,Total,"1,000,701","79,959","94,001","223,800","290,397","305,303","6,716",525
LA,Age,    18 - 24,"27,976","10,323",-,"1,450",727,"15,476",-,-
LA,Age,    25 - 39,"534,942","33,113","70,516","165,651","178,995","86,667",-,-
LA,Age,    40 - 54,"199,752","20,830","19,460","34,027","57,509","61,211","6,716",-
LA,Age,    55 - 64,"52,552","11,214","4,025","20,151","9,848","6,788",-,525
LA,Age,    65 and above,"185,479","4,479",-,"2,520","43,319","135,161",-,-
LA,Sex,    Male,"415,222","38,621","12,605","117,314","165,336","80,820",-,525
LA,Sex,    Female,"585,479","41,338","81,396","106,485","125,061","224,484","6,716",-
LA,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"26,739","11,214","1,602","1,450","12,473",-,-,-
LA,Hispanic origin and Race,"    White alone, not Hispanic","488,156","56,140",899,"36,118","132,026","262,447",-,525
LA,Hispanic origin and Race,"    Black alone, not Hispanic","479,281","12,605","91,500","186,231","140,721","41,508","6,716",-
LA,Hispanic origin and Race,"    Asian alone, not Hispanic","4,293",-,-,-,"2,944","1,348",-,-
LA,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","2,233",-,-,-,"2,233",-,-,-
LA,Education,    Less than high school,"129,432","10,323",-,"115,078","4,031",-,-,-
LA,Education,    High school or GED,"441,708","23,819","71,807","54,087","106,014","185,982",-,-
LA,Education,    Some college/associate’s degree,"312,825","26,481","22,194","53,898","151,376","58,875",-,-
LA,Education,    Bachelor’s degree or higher,"116,735","19,336",-,736,"28,976","60,446","6,716",525
LA,Marital status,    Married,"455,096","37,593","32,771","157,869","16,553","203,069","6,716",525
LA,Marital status,    Widowed,"2,413",-,-,-,-,"2,413",-,-
LA,Marital status,    Divorced/separated,"163,994","19,438","7,224","18,346","71,697","47,290",-,-
LA,Marital status,    Never married,"379,198","22,928","54,007","47,585","202,146","52,531",-,-
LA,Marital status,    Did not report,-,-,-,-,-,-,-,-
LA,Presence of children under 18 years old,    Children in household,"359,055","40,703","92,173","61,916","102,203","62,060",-,-
LA,Presence of children under 18 years old,    No children,"641,646","39,256","1,828","161,884","188,194","243,243","6,716",525
LA,Respondent or household member experienced loss of employment income,    Yes,"667,217","57,633","70,810","98,253","230,753","202,527","6,716",525
LA,Respondent or household member experienced loss of employment income,    No,"333,484","22,326","23,191","125,547","59,644","102,777",-,-
LA,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
LA,Respondent currently employed,    Yes,"301,218","50,198","12,574","40,469","89,148","102,113","6,716",-
LA,Respondent currently employed,    No,"699,483","29,760","81,427","183,331","201,249","203,190",-,525
LA,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
LA,Household income,"    Less than $25,000","267,224","21,536","89,039","63,363","59,146","33,614",-,525
LA,Household income,"    $25,000 - $34,999","273,068","17,720",-,"126,803","108,466","20,078",-,-
LA,Household income,"    $35,000 - $49,999","176,944","28,097","1,764","9,355","103,564","34,165",-,-
LA,Household income,"    $50,000 - $74,999","193,665",-,"3,199","11,600","5,370","173,496",-,-
LA,Household income,"    $75,000 - $99,999","24,542",-,-,"12,278","5,741","6,523",-,-
LA,Household income,"    $100,000 - $149,999","40,495","12,605",-,400,"1,348","19,426","6,716",-
LA,Household income,"    $150,000 - $199,999","18,001",-,-,-,-,"18,001",-,-
LA,Household income,"    $200,000 and above",-,-,-,-,-,-,-,-
LA,Household income,    Did not report,"6,762",-,-,-,"6,762",-,-,-
ME,Total,Total,"255,860","51,063","15,396","37,420","96,158","55,823",-,-
ME,Age,    18 - 24,"3,674",564,-,-,-,"3,110",-,-
ME,Age,    25 - 39,"121,247","29,540","2,667","19,292","47,422","22,326",-,-
ME,Age,    40 - 54,"54,859","4,353","12,729","10,159","16,316","11,301",-,-
ME,Age,    55 - 64,"31,894",-,-,741,"20,096","11,057",-,-
ME,Age,    65 and above,"44,185","16,606",-,"7,228","12,323","8,029",-,-
ME,Sex,    Male,"129,932","30,065","14,357","3,821","60,895","20,794",-,-
ME,Sex,    Female,"125,927","20,998","1,039","33,598","35,263","35,029",-,-
ME,Hispanic origin and Race,    Hispanic or Latino (may be of any race),685,-,-,-,-,685,-,-
ME,Hispanic origin and Race,"    White alone, not Hispanic","242,578","51,063","15,396","37,228","90,327","48,565",-,-
ME,Hispanic origin and Race,"    Black alone, not Hispanic","6,421",-,-,192,"4,162","2,066",-,-
ME,Hispanic origin and Race,"    Asian alone, not Hispanic",-,-,-,-,-,-,-,-
ME,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","6,175",-,-,-,"1,669","4,507",-,-
ME,Education,    Less than high school,"3,099",-,-,"3,099",-,-,-,-
ME,Education,    High school or GED,"149,692","46,237","12,144","20,888","58,476","11,946",-,-
ME,Education,    Some college/associate’s degree,"66,159","2,031","2,667","7,777","27,680","26,004",-,-
ME,Education,    Bachelor’s degree or higher,"36,910","2,795",586,"5,655","10,001","17,873",-,-
ME,Marital status,    Married,"109,691","44,983","12,144","4,659","26,277","21,629",-,-
ME,Marital status,    Widowed,763,-,-,186,576,-,-,-
ME,Marital status,    Divorced/separated,"53,420","3,724","3,253","24,478","7,744","14,221",-,-
ME,Marital status,    Never married,"91,986","2,356",-,"8,097","61,561","19,973",-,-
ME,Marital status,    Did not report,-,-,-,-,-,-,-,-
ME,Presence of children under 18 years old,    Children in household,"48,906","2,886","2,667","8,829","25,129","9,395",-,-
ME,Presence of children under 18 years old,    No children,"206,953","48,176","12,729","28,590","71,029","46,428",-,-
ME,Respondent or household member experienced loss of employment income,    Yes,"134,352","32,909","14,811","19,993","55,057","11,582",-,-
ME,Respondent or household member experienced loss of employment income,    No,"121,507","18,153",586,"17,427","41,101","44,241",-,-
ME,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
