state,category,characteristics,total,wrent,noconf,slightconf,modconf,highconf,deferred,didnottenure
GA,Household income,"    $50,000 - $74,999","410,379","15,513","105,381","73,544","30,333","185,516",-,"8,370"
GA,Household income,"    $75,000 - $99,999","185,341","11,264","23,875","14,865","35,564","99,032",741,-
GA,Household income,"    $100,000 - $149,999","126,887",-,"1,831","4,490","20,648","99,806",113,-
GA,Household income,"    $150,000 - $199,999","41,971",-,"5,849",-,-,"36,122",-,-
GA,Household income,"    $200,000 and above","25,239",-,-,-,"1,511","23,728",-,-
GA,Household income,    Did not report,"23,283",-,-,"9,677","13,606",-,-,"988,217"
HI,Total,Total,"405,262","21,601","66,051","35,628","86,880","185,669","7,566","91,468"
HI,Age,    18 - 24,"13,602","1,522","11,292",788,-,-,-,"4,685"
HI,Age,    25 - 39,"195,589","10,687","18,071","20,899","43,121","102,319",-,"31,930"
HI,Age,    40 - 54,"120,420","3,038","20,522","11,767","32,743","47,235","5,115","26,225"
HI,Age,    55 - 64,"43,686","5,602","9,130","2,173","6,807","16,899","2,451","13,687"
HI,Age,    65 and above,"31,966",752,"7,036",-,"4,209","19,217",-,"14,941"
HI,Sex,    Male,"206,180","10,518","33,557","3,680","47,610","110,507",308,"44,240"
HI,Sex,    Female,"199,082","11,083","32,493","31,948","39,269","75,162","7,258","47,228"
HI,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"32,669",-,"6,176","2,246","7,313","14,220","2,090","13,237"
HI,Hispanic origin and Race,"    White alone, not Hispanic","117,921","4,250","13,836","5,748","25,587","67,200",806,"17,504"
HI,Hispanic origin and Race,"    Black alone, not Hispanic","3,624",-,-,-,858,"2,766",-,"1,350"
HI,Hispanic origin and Race,"    Asian alone, not Hispanic","99,683","5,054","30,568","8,853","21,345","30,658","2,454","40,174"
HI,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","151,365","12,297","15,470","18,781","31,777","70,825","2,215","19,202"
HI,Education,    Less than high school,"8,596",-,"7,527",-,"1,069",-,-,"1,132"
HI,Education,    High school or GED,"143,588","4,314","39,945","10,840","32,139","52,076","3,651","22,189"
HI,Education,    Some college/associateÍs degree,"155,647","14,095","10,733","16,618","39,837","71,523","2,090","43,397"
HI,Education,    BachelorÍs degree or higher,"97,431","3,192","7,846","8,170","13,834","62,070","1,825","24,749"
HI,Marital status,    Married,"236,944","9,945","32,305","16,363","48,473","125,079","4,781","33,427"
HI,Marital status,    Widowed,"9,693",376,"7,036",-,-,"1,529",-,"6,579"
HI,Marital status,    Divorced/separated,"47,221","2,497","6,796","1,669","7,635","25,524","2,477","10,715"
HI,Marital status,    Never married,"108,492","5,870","19,914","17,596","30,771","33,538",308,"33,075"
HI,Marital status,    Did not report,"2,913","2,913",-,-,-,-,-,"7,672"
HI,Presence of children under 18 years old,    Children in household,"223,103","9,325","38,510","10,972","46,207","115,506","2,090","30,092"
HI,Presence of children under 18 years old,    No children,"182,159","12,276","27,541","24,655","40,673","70,163","5,476","61,375"
HI,Respondent or household member experienced loss of employment income ,    Yes,"231,666","12,059","62,802","29,003","59,765","60,522","7,022","46,660"
HI,Respondent or household member experienced loss of employment income,    No,"173,596","9,542","3,249","6,625","27,114","125,147",544,"38,409"
HI,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"6,398"
HI,Respondent currently employed,    Yes,"220,650","12,398","25,723","11,619","54,364","115,507",544,"41,917"
HI,Respondent currently employed,    No,"184,613","9,203","40,328","24,008","32,515","70,162","7,022","43,152"
HI,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,"6,398"
HI,Household income,"    Less than $25,000","41,359","3,448","8,251","8,384","10,413","9,845","1,018",-
HI,Household income,"    $25,000 - $34,999","31,304","2,913","9,732","1,681","1,112","13,651","2,215",229
HI,Household income,"    $35,000 - $49,999","73,907","5,286","18,676","12,431","13,177","22,247","2,090",-
HI,Household income,"    $50,000 - $74,999","86,110","2,293","10,936","9,223","33,307","30,351",-,-
HI,Household income,"    $75,000 - $99,999","51,048","2,204","1,975",-,"5,988","39,444","1,436",-
HI,Household income,"    $100,000 - $149,999","57,133",389,"10,204","3,570","7,020","35,380",570,-
HI,Household income,"    $150,000 - $199,999","17,433","1,672",616,-,-,"14,909",236,-
HI,Household income,"    $200,000 and above","33,212",-,-,-,"15,861","17,351",-,300
HI,Household income,    Did not report,"13,756","3,397","5,661",339,-,"2,492",-,"90,938"
ID,Total,Total,"378,359","16,911","22,942","49,379","68,410","218,465","2,252","87,696"
ID,Age,    18 - 24,"57,310","5,124",-,"14,903","5,632","31,651",-,"6,061"
ID,Age,    25 - 39,"159,458","6,053","5,021","17,846","33,597","96,469",472,"25,740"
ID,Age,    40 - 54,"86,322","1,658","17,446","14,534","17,953","32,951","1,780","21,019"
ID,Age,    55 - 64,"40,848","2,589",-,"1,368","8,858","28,033",-,"9,970"
ID,Age,    65 and above,"34,421","1,486",475,729,"2,371","29,360",-,"24,906"
ID,Sex,    Male,"182,110","6,831","9,894","15,963","27,935","121,488",-,"38,232"
ID,Sex,    Female,"196,249","10,079","13,048","33,417","40,476","96,977","2,252","49,463"
ID,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"37,261",335,"4,974","8,059","10,229","13,664",-,"7,264"
ID,Hispanic origin and Race,"    White alone, not Hispanic","317,048","14,627","17,968","37,159","55,093","191,371",830,"76,131"
ID,Hispanic origin and Race,"    Black alone, not Hispanic","1,257",628,-,-,-,629,-,-
ID,Hispanic origin and Race,"    Asian alone, not Hispanic","4,600",-,-,623,"1,293","2,684",-,"1,772"
ID,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","18,193","1,321",-,"3,538","1,796","10,117","1,422","2,529"
ID,Education,    Less than high school,"55,958",-,480,"20,903","7,584","25,569","1,422","8,267"
ID,Education,    High school or GED,"100,271","3,933","8,861","14,350","28,275","44,852",-,"24,738"
ID,Education,    Some college/associateÍs degree,"166,260","8,061","12,300","13,465","22,728","109,234",472,"34,645"
ID,Education,    BachelorÍs degree or higher,"55,870","4,916","1,301",662,"9,823","38,810",358,"20,047"
ID,Marital status,    Married,"196,612","7,044","9,011","20,662","30,833","128,232",830,"43,442"
ID,Marital status,    Widowed,"7,783",847,-,"1,361",542,"5,033",-,813
ID,Marital status,    Divorced/separated,"59,218","1,879","9,338","8,798","16,451","21,330","1,422","18,646"
ID,Marital status,    Never married,"114,746","7,141","4,594","18,558","20,584","63,869",-,"18,907"
ID,Marital status,    Did not report,-,-,-,-,-,-,-,"5,889"
ID,Presence of children under 18 years old,    Children in household,"146,388","7,668","12,465","26,006","34,062","63,937","2,252","37,102"
ID,Presence of children under 18 years old,    No children,"231,970","9,243","10,477","23,374","34,349","154,528",-,"50,594"
ID,Respondent or household member experienced loss of employment income ,    Yes,"154,210","8,195","22,467","20,101","39,260","64,186",-,"19,108"
ID,Respondent or household member experienced loss of employment income,    No,"223,884","8,451",475,"29,278","29,150","154,278","2,252","59,995"
ID,Respondent or household member experienced loss of employment income,    Did not report,265,265,-,-,-,-,-,"8,593"
ID,Respondent currently employed,    Yes,"240,054","8,270","9,388","35,279","41,692","145,068",358,"45,955"
ID,Respondent currently employed,    No,"138,040","8,376","13,554","14,100","26,719","73,397","1,894","33,079"
ID,Respondent currently employed,    Did not report,265,265,-,-,-,-,-,"8,662"
ID,Household income,"    Less than $25,000","92,587","4,570","11,547","23,829","17,699","33,521","1,422",-
ID,Household income,"    $25,000 - $34,999","74,235","6,345","6,334","9,306","6,608","45,171",472,-
ID,Household income,"    $35,000 - $49,999","77,755","1,656","1,417","6,894","18,086","49,702",-,-
ID,Household income,"    $50,000 - $74,999","73,152",861,"2,521","7,287","14,456","48,028",-,-
ID,Household income,"    $75,000 - $99,999","27,053",-,-,780,"6,463","19,810",-,467
ID,Household income,"    $100,000 - $149,999","17,717","2,833",777,-,872,"12,877",358,-
ID,Household income,"    $150,000 - $199,999","4,205",-,347,-,-,"3,858",-,-
ID,Household income,"    $200,000 and above",455,-,-,-,-,455,-,-
ID,Household income,    Did not report,"11,199",646,-,"1,284","4,227","5,042",-,"87,229"
IL,Total,Total,"2,507,894","125,372","418,979","498,002","580,444","773,873","97,220","1,187,464"
IL,Age,    18 - 24,"108,274","17,297","6,300","12,882","49,260","22,535",-,"127,796"
IL,Age,    25 - 39,"1,099,485","48,005","149,413","196,266","194,541","425,330","74,300","399,256"
IL,Age,    40 - 54,"657,283","28,061","168,748","153,499","132,603","149,078","22,920","327,334"
IL,Age,    55 - 64,"404,831","28,893","94,517","119,783","96,528","65,109",-,"132,887"
IL,Age,    65 and above,"238,022","3,117",-,"15,572","107,512","111,821",-,"200,192"
IL,Sex,    Male,"1,161,247","65,874","231,351","136,977","226,993","416,132","83,919","592,255"
IL,Sex,    Female,"1,346,648","59,498","187,628","361,024","353,451","357,741","13,300","595,209"
IL,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"451,994","14,577","134,971","117,608","152,700","32,138",-,"182,846"
IL,Hispanic origin and Race,"    White alone, not Hispanic","1,222,504","76,428","115,971","187,365","211,998","533,523","97,220","663,404"
IL,Hispanic origin and Race,"    Black alone, not Hispanic","638,476","34,367","116,671","178,924","161,371","133,137",-,"182,507"
IL,Hispanic origin and Race,"    Asian alone, not Hispanic","58,396",-,"25,757","3,740",-,"28,898",-,"86,552"
IL,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","136,524",-,"25,609","10,365","54,375","46,177",-,"72,156"
IL,Education,    Less than high school,"325,025","29,551","70,983","39,681","144,709","17,431","22,670","37,227"
IL,Education,    High school or GED,"801,469","20,456","162,374","229,507","218,274","120,414","50,444","426,099"
IL,Education,    Some college/associateÍs degree,"760,958","54,608","139,698","184,729","148,625","208,368","13,300","439,617"
IL,Education,    BachelorÍs degree or higher,"620,441","20,757","45,923","44,084","68,836","427,660","10,805","284,521"
IL,Marital status,    Married,"605,669","50,849","126,499","90,042","129,388","159,990","46,525","552,793"
IL,Marital status,    Widowed,"80,089",-,"4,751","3,517","29,848","41,972",-,"44,383"
IL,Marital status,    Divorced/separated,"514,348","31,706","86,755","150,175","136,806","108,654",250,"136,822"
IL,Marital status,    Never married,"1,307,789","42,817","200,973","254,267","284,402","463,257","50,444","432,602"
IL,Marital status,    Did not report,-,-,-,-,-,-,-,"20,864"
IL,Presence of children under 18 years old,    Children in household,"932,723","59,238","211,613","173,967","283,494","179,731","13,050","447,128"
IL,Presence of children under 18 years old,    No children,"1,575,172","66,135","207,366","324,035","296,950","594,142","84,170","740,336"
IL,Respondent or household member experienced loss of employment income ,    Yes,"1,201,567","98,703","339,277","259,645","210,559","246,035","35,720","440,625"
IL,Respondent or household member experienced loss of employment income,    No,"1,306,327","26,669","79,702","238,357","369,885","527,839","61,500","707,363"
IL,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"39,476"
IL,Respondent currently employed,    Yes,"1,346,449","54,882","183,627","208,959","292,464","531,967","74,550","786,424"
IL,Respondent currently employed,    No,"1,139,409","70,490","235,352","267,006","287,980","241,906","22,670","362,487"
IL,Respondent currently employed,    Did not report,"22,036",-,-,"22,036",-,-,-,"38,554"
IL,Household income,"    Less than $25,000","707,027","61,940","117,551","236,695","153,398","124,393","13,050","12,682"
IL,Household income,"    $25,000 - $34,999","414,026","12,990","138,449","85,950","112,650","63,987",-,-
IL,Household income,"    $35,000 - $49,999","400,667","17,030","90,521","74,354","136,232","82,530",-,"3,123"
IL,Household income,"    $50,000 - $74,999","547,925","6,383","67,291","89,081","151,673","160,384","73,114",-
IL,Household income,"    $75,000 - $99,999","132,506",-,-,"8,181",922,"123,403",-,-
IL,Household income,"    $100,000 - $149,999","125,380",977,"3,337","3,740","12,449","104,627",250,-
IL,Household income,"    $150,000 - $199,999","68,890","2,921","1,830",-,"5,842","58,297",-,-
IL,Household income,"    $200,000 and above","68,493","1,434",-,-,-,"56,254","10,805",-
IL,Household income,    Did not report,"42,980","21,697",-,-,"7,277",-,-,"1,171,659"
IN,Total,Total,"1,267,922","69,899","224,385","183,137","271,698","502,347","16,455","481,767"
IN,Age,    18 - 24,"157,089",-,"19,187","63,891","7,908","66,102",-,"100,854"
IN,Age,    25 - 39,"498,277","35,590","74,931","38,861","142,388","196,066","10,441","135,853"
IN,Age,    40 - 54,"316,070","18,525","55,083","48,364","95,355","92,728","6,014","85,146"
IN,Age,    55 - 64,"210,626","11,502","75,184","32,021","4,127","87,793",-,"42,443"
IN,Age,    65 and above,"85,860","4,282",-,-,"21,920","59,658",-,"117,471"
IN,Sex,    Male,"602,070","48,283","102,345","83,149","153,879","205,379","9,035","195,486"
IN,Sex,    Female,"665,852","21,616","122,040","99,988","117,819","296,968","7,420","286,281"
IN,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"80,716","6,852","5,192","44,996","10,862","12,814",-,"24,498"
IN,Hispanic origin and Race,"    White alone, not Hispanic","857,455","36,294","149,662","84,486","199,491","372,474","15,049","380,426"
IN,Hispanic origin and Race,"    Black alone, not Hispanic","262,739","26,752","55,786","43,865","39,714","95,216","1,406","45,330"
IN,Hispanic origin and Race,"    Asian alone, not Hispanic","3,688",-,-,441,-,"3,246",-,"4,602"
IN,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","63,324",-,"13,746","9,349","21,632","18,597",-,"26,911"
IN,Education,    Less than high school,"172,471","27,540","27,452","53,825","25,680","37,974",-,"26,911"
IN,Education,    High school or GED,"513,615",-,"149,740","48,700","132,174","176,988","6,014","204,765"
IN,Education,    Some college/associateÍs degree,"382,865","13,094","44,462","71,678","81,563","170,662","1,406","157,080"
IN,Education,    BachelorÍs degree or higher,"198,971","29,264","2,731","8,935","32,281","116,724","9,035","93,011"
IN,Marital status,    Married,"338,253","35,833","43,336","9,777","71,667","171,626","6,014","240,618"
IN,Marital status,    Widowed,"84,989","2,063","35,360","19,876","1,120","26,570",-,"12,119"
IN,Marital status,    Divorced/separated,"310,372","8,033","65,369","69,266","70,230","97,474",-,"82,097"
IN,Marital status,    Never married,"534,307","23,969","80,321","84,218","128,681","206,677","10,441","116,837"
IN,Marital status,    Did not report,-,-,-,-,-,-,-,"30,095"
IN,Presence of children under 18 years old,    Children in household,"539,310","28,737","125,210","108,274","90,266","179,402","7,420","204,023"
IN,Presence of children under 18 years old,    No children,"728,612","41,161","99,176","74,863","181,432","322,945","9,035","277,744"
IN,Respondent or household member experienced loss of employment income ,    Yes,"707,835","42,003","170,286","137,034","146,513","204,579","7,420","244,407"
IN,Respondent or household member experienced loss of employment income,    No,"560,087","27,896","54,099","46,103","125,185","297,768","9,035","205,676"
IN,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"31,684"
IN,Respondent currently employed,    Yes,"673,909","25,008","70,059","107,967","151,751","310,089","9,035","209,849"
IN,Respondent currently employed,    No,"590,601","44,890","154,326","75,171","119,947","188,847","7,420","240,234"
IN,Respondent currently employed,    Did not report,"3,411",-,-,-,-,"3,411",-,"31,684"
IN,Household income,"    Less than $25,000","468,879","13,811","179,808","67,255","74,807","125,778","7,420",920
IN,Household income,"    $25,000 - $34,999","204,238","20,085","7,880","37,267","36,136","102,869",-,"12,206"
IN,Household income,"    $35,000 - $49,999","171,153","2,063","21,603","12,648","45,043","80,761","9,035",-
IN,Household income,"    $50,000 - $74,999","225,775","11,344","15,095","19,793","97,052","82,492",-,"2,063"
IN,Household income,"    $75,000 - $99,999","78,290",-,-,"6,190","4,720","67,380",-,"1,731"
IN,Household income,"    $100,000 - $149,999","32,102",-,-,"1,611","5,729","24,763",-,"1,706"
IN,Household income,"    $150,000 - $199,999","4,248","1,722",-,-,-,"2,525",-,"3,139"
IN,Household income,"    $200,000 and above","3,166",-,-,-,-,"3,166",-,"1,706"
IN,Household income,    Did not report,"80,071","20,873",-,"38,374","8,211","12,613",-,"458,295"
IA,Total,Total,"472,104","9,641","25,568","74,499","113,298","248,505",592,"184,987"
IA,Age,    18 - 24,"67,675",-,-,"15,283","11,103","41,289",-,"5,837"
IA,Age,    25 - 39,"200,136","3,917","17,281","39,331","50,493","89,113",-,"81,005"
IA,Age,    40 - 54,"117,590","4,585","6,014","18,177","36,776","52,037",-,"39,509"
IA,Age,    55 - 64,"45,405","1,139","2,273","1,709","6,808","32,884",592,"28,488"
IA,Age,    65 and above,"41,298",-,-,-,"8,117","33,181",-,"30,148"
IA,Sex,    Male,"194,845","4,242","10,127","35,629","35,803","109,044",-,"73,001"
IA,Sex,    Female,"277,258","5,399","15,441","38,870","77,495","139,461",592,"111,986"
IA,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"23,508",-,-,"12,978","2,796","7,734",-,"5,302"
IA,Hispanic origin and Race,"    White alone, not Hispanic","375,140","9,641","22,208","48,798","97,422","196,479",592,"157,970"
IA,Hispanic origin and Race,"    Black alone, not Hispanic","29,418",-,"3,360","5,838","10,614","9,606",-,"7,280"
IA,Hispanic origin and Race,"    Asian alone, not Hispanic","30,818",-,-,-,"2,467","28,351",-,"9,369"
IA,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","13,220",-,-,"6,884",-,"6,335",-,"5,065"
IA,Education,    Less than high school,"10,133","1,962","1,844","3,619","1,844",864,-,"20,176"
IA,Education,    High school or GED,"148,560",852,"9,686","16,780","41,136","80,107",-,"69,442"
IA,Education,    Some college/associateÍs degree,"224,111","6,827","12,307","51,075","58,304","95,598",-,"53,765"
IA,Education,    BachelorÍs degree or higher,"89,299",-,"1,731","3,025","12,014","71,937",592,"41,604"
IA,Marital status,    Married,"144,865","2,242","4,737","14,049","49,660","74,178",-,"93,790"
IA,Marital status,    Widowed,"11,520",-,"2,533",-,"4,177","4,811",-,"4,655"
IA,Marital status,    Divorced/separated,"98,655","4,272","9,083","11,193","17,318","56,197",592,"28,363"
IA,Marital status,    Never married,"217,063","3,128","9,216","49,257","42,143","113,319",-,"58,179"
IA,Marital status,    Did not report,-,-,-,-,-,-,-,-
IA,Presence of children under 18 years old,    Children in household,"169,858","5,879","14,423","35,726","43,885","69,946",-,"59,456"
IA,Presence of children under 18 years old,    No children,"302,245","3,762","11,146","38,773","69,413","178,559",592,"125,531"
IA,Respondent or household member experienced loss of employment income ,    Yes,"199,345","6,141","19,240","56,196","59,901","57,867",-,"58,793"
IA,Respondent or household member experienced loss of employment income,    No,"272,758","3,500","6,329","18,303","53,397","190,638",592,"126,194"
IA,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
IA,Respondent currently employed,    Yes,"287,738","1,509","19,234","41,575","64,858","159,971",592,"112,061"
IA,Respondent currently employed,    No,"184,365","8,132","6,334","32,924","48,440","88,534",-,"72,926"
IA,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
IA,Household income,"    Less than $25,000","158,244","5,282","10,033","29,557","39,200","74,171",-,"3,793"
IA,Household income,"    $25,000 - $34,999","67,503","2,850","7,092","20,372","20,806","15,791",592,-
IA,Household income,"    $35,000 - $49,999","101,604","1,166","8,074","22,343","24,394","45,625",-,-
IA,Household income,"    $50,000 - $74,999","70,769",-,369,-,"23,064","47,336",-,-
IA,Household income,"    $75,000 - $99,999","36,976",-,-,"2,226","2,580","32,169",-,-
IA,Household income,"    $100,000 - $149,999","29,410",343,-,-,"3,253","25,813",-,-
IA,Household income,"    $150,000 - $199,999","2,314",-,-,-,-,"2,314",-,-
IA,Household income,"    $200,000 and above","1,184",-,-,-,-,"1,184",-,-
IA,Household income,    Did not report,"4,101",-,-,-,-,"4,101",-,"181,195"
KS,Total,Total,"579,119","41,734","66,707","114,380","105,620","248,318","2,361","177,524"
KS,Age,    18 - 24,"65,501","21,489",-,"8,795","3,930","31,288",-,"6,256"
KS,Age,    25 - 39,"255,530","5,406","25,038","54,981","49,016","118,727","2,361","54,203"
KS,Age,    40 - 54,"147,637","9,615","34,590","31,633","24,859","46,941",-,"49,858"
KS,Age,    55 - 64,"49,646",-,"5,851","10,325","20,956","12,513",-,"14,628"
KS,Age,    65 and above,"60,805","5,224","1,227","8,646","6,860","38,849",-,"52,580"
KS,Sex,    Male,"276,466","36,526","31,363","34,709","64,252","109,617",-,"80,566"
KS,Sex,    Female,"302,653","5,207","35,344","79,671","41,368","138,702","2,361","96,958"
KS,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"90,563","21,489","32,696","13,359","2,135","20,884",-,"8,115"
KS,Hispanic origin and Race,"    White alone, not Hispanic","386,431","15,877","25,493","61,778","75,864","207,418",-,"137,514"
KS,Hispanic origin and Race,"    Black alone, not Hispanic","67,023",-,"4,559","28,935","23,639","7,528","2,361","15,075"
KS,Hispanic origin and Race,"    Asian alone, not Hispanic","16,054","4,368",-,"2,651","3,982","5,053",-,"7,860"
KS,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","19,049",-,"3,958","7,656",-,"7,435",-,"8,961"
KS,Education,    Less than high school,"33,370",-,"21,950",-,-,"11,420",-,"9,838"
KS,Education,    High school or GED,"170,950","28,132","18,499","54,866","37,297","32,156",-,"62,386"
KS,Education,    Some college/associateÍs degree,"248,028","10,833","21,469","52,803","43,323","117,239","2,361","59,653"
KS,Education,    BachelorÍs degree or higher,"126,772","2,769","4,789","6,711","25,000","87,504",-,"45,647"
KS,Marital status,    Married,"250,370","30,243","13,703","45,435","43,913","117,076",-,"109,586"
KS,Marital status,    Widowed,"5,721",-,-,-,"4,336","1,385",-,"14,410"
KS,Marital status,    Divorced/separated,"152,756","4,328","40,060","39,407","22,566","46,395",-,"25,204"
KS,Marital status,    Never married,"170,273","7,163","12,943","29,538","34,805","83,462","2,361","24,396"
KS,Marital status,    Did not report,-,-,-,-,-,-,-,"3,928"
KS,Presence of children under 18 years old,    Children in household,"264,773","20,038","55,535","75,966","27,753","83,120","2,361","86,982"
KS,Presence of children under 18 years old,    No children,"314,346","21,695","11,172","38,413","77,867","165,198",-,"90,543"
KS,Respondent or household member experienced loss of employment income ,    Yes,"243,066","9,884","42,971","70,380","61,815","58,016",-,"46,718"
KS,Respondent or household member experienced loss of employment income,    No,"336,053","31,850","23,736","43,999","43,805","190,302","2,361","125,102"
KS,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"5,704"
KS,Respondent currently employed,    Yes,"376,184","19,643","40,961","78,042","67,237","170,302",-,"101,014"
KS,Respondent currently employed,    No,"199,255","22,091","22,066","36,338","38,382","78,017","2,361","70,128"
KS,Respondent currently employed,    Did not report,"3,680",-,"3,680",-,-,-,-,"6,383"
KS,Household income,"    Less than $25,000","188,180","9,349","26,699","42,695","44,937","62,139","2,361",879
KS,Household income,"    $25,000 - $34,999","100,307","11,783","28,973","24,196","10,122","25,233",-,-
KS,Household income,"    $35,000 - $49,999","105,669","16,293","6,296","23,344","14,784","44,952",-,-
KS,Household income,"    $50,000 - $74,999","103,732",-,"4,738","15,780","21,001","62,212",-,-
KS,Household income,"    $75,000 - $99,999","34,121","1,642",-,879,774,"30,826",-,-
KS,Household income,"    $100,000 - $149,999","32,216","2,667",-,-,"14,002","15,547",-,995
KS,Household income,"    $150,000 - $199,999","6,895",-,-,"2,490",-,"4,405",-,-
KS,Household income,"    $200,000 and above","2,138",-,-,-,-,"2,138",-,-
KS,Household income,    Did not report,"5,861",-,-,"4,995",-,866,-,"175,650"
KY,Total,Total,"881,279","108,582","114,165","129,834","215,957","306,393","5,178","301,077"
KY,Age,    18 - 24,"104,162","18,506",-,"4,087","35,335","46,234",-,"13,517"
KY,Age,    25 - 39,"282,359","37,035","44,203","55,543","66,905","75,180","2,322","129,472"
KY,Age,    40 - 54,"222,531","30,892","61,505","35,554","33,738","59,627","1,216","69,364"
KY,Age,    55 - 64,"143,291","8,713","5,277","18,754","54,671","54,235","1,641","44,744"
KY,Age,    65 and above,"128,935","13,435","3,181","15,896","25,308","71,115",-,"43,981"
KY,Sex,    Male,"336,224","67,692","57,420","58,141","76,333","76,637",-,"141,680"
KY,Sex,    Female,"545,055","40,889","56,745","71,692","139,623","229,755","5,178","159,397"
KY,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"68,192",-,"7,686","30,172","15,168","15,166",-,"6,423"
KY,Hispanic origin and Race,"    White alone, not Hispanic","622,159","103,588","49,724","56,765","161,865","248,033","2,184","254,373"
KY,Hispanic origin and Race,"    Black alone, not Hispanic","144,749","2,978","50,188","33,653","29,042","24,722","2,994","20,619"
KY,Hispanic origin and Race,"    Asian alone, not Hispanic","26,878",-,"3,843","5,157","6,822","11,056",-,"3,872"
KY,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","19,301","2,016","2,724","4,087","3,060","7,415",-,"15,790"
KY,Education,    Less than high school,"119,562","22,432","20,149","23,042","28,744","23,554","1,641","26,328"
KY,Education,    High school or GED,"366,799","35,484","61,401","48,161","79,915","139,518","2,322","135,545"
KY,Education,    Some college/associateÍs degree,"282,303","22,397","24,858","52,270","89,671","92,434",672,"85,691"
KY,Education,    BachelorÍs degree or higher,"112,615","28,269","7,757","6,361","17,627","50,887",544,"53,514"
KY,Marital status,    Married,"337,345","57,464","49,730","23,041","77,405","129,706",-,"132,536"
KY,Marital status,    Widowed,"18,374","2,944","3,368",540,"4,581","6,941",-,"22,279"
KY,Marital status,    Divorced/separated,"265,861","17,225","31,420","49,684","68,116","97,103","2,313","51,988"
KY,Marital status,    Never married,"259,699","30,949","29,648","56,568","65,855","72,643","2,865","90,469"
KY,Marital status,    Did not report,-,-,-,-,-,-,-,"3,805"
KY,Presence of children under 18 years old,    Children in household,"394,343","51,297","88,285","59,444","96,016","95,338","3,963","121,782"
KY,Presence of children under 18 years old,    No children,"486,936","57,285","25,880","70,390","119,941","211,054","1,216","179,295"
KY,Respondent or household member experienced loss of employment income ,    Yes,"498,184","49,912","100,290","83,764","133,065","125,975","5,178","134,536"
KY,Respondent or household member experienced loss of employment income,    No,"383,095","58,669","13,875","46,070","82,891","180,418",-,"160,035"
KY,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"6,506"
KY,Respondent currently employed,    Yes,"381,689","48,649","16,610","69,729","112,192","132,665",672,"151,556"
KY,Respondent currently employed,    No,"499,590","59,932","97,555","60,105","103,765","173,727","4,506","143,016"
KY,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,"6,506"
KY,Household income,"    Less than $25,000","347,274","48,719","79,316","27,652","69,125","117,828","4,634","9,449"
KY,Household income,"    $25,000 - $34,999","151,207","34,859","4,520","43,544","48,950","19,335",-,-
KY,Household income,"    $35,000 - $49,999","114,964","3,991","13,996","22,380","44,543","30,054",-,-
KY,Household income,"    $50,000 - $74,999","162,242","15,939","5,077","15,910","34,838","89,933",544,-
KY,Household income,"    $75,000 - $99,999","42,806",-,"4,291","7,151","1,765","29,598",-,-
KY,Household income,"    $100,000 - $149,999","28,257","1,247",-,-,"12,302","14,707",-,-
KY,Household income,"    $150,000 - $199,999","5,005",-,-,-,"2,390","2,615",-,-
KY,Household income,"    $200,000 and above",-,-,-,-,-,-,-,-
KY,Household income,    Did not report,"29,525","3,827","6,965","13,198","2,043","2,322",-,"291,628"
LA,Total,Total,"937,249","58,328","152,117","229,255","182,952","298,700","6,739","413,290"
LA,Age,    18 - 24,"84,510",-,"6,220","10,555","18,760","39,818",-,"14,194"
LA,Age,    25 - 39,"414,044","28,826","76,294","107,454","64,739","131,661","5,070","152,697"
LA,Age,    40 - 54,"206,318","11,751","33,366","31,862","48,835","80,503",-,"76,375"
LA,Age,    55 - 64,"114,974","9,516","27,668","24,857","33,699","19,234",-,"113,331"
LA,Age,    65 and above,"117,403","8,234","8,569","54,528","16,919","27,484","1,669","56,694"
LA,Sex,    Male,"373,269","21,868","87,151","84,493","55,032","119,655","5,070","148,622"
LA,Sex,    Female,"563,980","36,460","64,967","144,762","127,920","179,045","1,669","264,668"
